Date,Tmean,Tmin,Tmax,Hmean,Hmin,Hmax,Rainfall,WindSpeed,SolarIrradiation
2003/06/16,22.5,16.5,33.7,75.0,39.0,91.0,5.0,1.7,
2003/06/17,24.0,16.1,31.6,72.0,38.0,93.0,0.0,1.8,
2003/06/18,22.8,17.3,30.8,77.0,51.0,92.0,3.2,2.1,
2003/06/19,22.2,16.9,28.8,65.0,36.0,93.0,0.0,3.5,
2003/06/20,22.1,14.5,29.4,60.0,32.0,89.0,0.0,3.4,
2003/06/21,23.2,13.0,32.9,55.0,24.0,86.0,0.0,2.1,
2003/06/22,24.3,14.9,32.8,61.0,35.0,86.0,0.0,2.1,
2003/06/23,25.1,15.4,34.4,59.0,33.0,90.0,0.0,2.1,
2003/06/24,25.4,15.0,35.0,59.0,35.0,89.0,0.0,2.0,
2003/06/25,25.4,16.0,34.1,59.0,28.0,89.0,0.0,2.1,
2003/06/26,25.8,17.1,33.9,65.0,34.0,88.0,0.0,2.6,
2003/06/27,25.5,17.1,33.7,61.0,32.0,91.0,0.0,2.2,
2003/06/28,25.3,15.6,34.0,64.0,34.0,89.0,0.0,2.2,
2003/06/29,24.7,17.2,33.5,63.0,33.0,90.0,0.0,2.3,
2003/06/30,25.8,15.9,34.8,62.0,30.0,90.0,0.0,2.1,
2003/07/01,25.8,15.6,34.5,63.0,28.0,90.0,0.0,3.0,
2003/07/02,25.7,20.0,30.5,54.0,34.0,74.0,0.0,4.6,
2003/07/03,24.3,15.7,30.7,57.0,36.0,86.0,0.0,2.9,
2003/07/04,23.6,17.0,31.1,63.0,39.0,86.0,0.0,3.1,
2003/07/05,22.2,14.1,30.5,59.0,29.0,86.0,0.0,2.1,
2003/07/06,22.7,13.5,31.6,59.0,27.0,88.0,0.0,2.0,
2003/07/07,21.4,14.6,32.7,71.0,23.0,92.0,11.2,1.5,
2003/07/08,22.3,13.5,31.1,66.0,31.0,93.0,0.2,1.6,
2003/07/09,23.5,15.0,32.7,62.0,22.0,91.0,0.0,1.6,
2003/07/10,21.5,16.5,31.0,77.0,36.0,91.0,4.0,1.5,
2003/07/11,21.4,14.6,30.6,79.0,42.0,93.0,0.4,1.7,
2003/07/12,23.8,15.2,33.3,65.0,37.0,93.0,0.2,1.6,
2003/07/13,24.9,17.1,31.8,63.0,36.0,88.0,0.0,2.4,
2003/07/14,23.3,16.9,32.5,73.0,43.0,90.0,0.2,1.7,
2003/07/15,24.9,17.5,33.0,69.0,35.0,92.0,0.0,1.8,
2003/07/16,25.7,15.8,35.1,59.0,27.0,91.0,0.0,1.9,
2003/07/17,27.5,18.1,36.4,54.0,38.0,82.0,0.0,2.5,
2003/07/18,26.2,17.5,35.3,57.0,33.0,87.0,0.0,2.5,
2003/07/19,24.7,16.3,32.2,52.0,37.0,86.0,0.0,3.6,
2003/07/20,23.9,14.2,32.8,57.0,33.0,83.0,0.0,2.6,
2003/07/21,25.3,14.1,35.4,57.0,32.0,88.0,0.0,1.9,
2003/07/22,27.0,16.7,38.1,58.0,33.0,89.0,0.0,1.9,
2003/07/23,26.6,17.0,35.8,52.0,39.0,84.0,0.0,2.6,
2003/07/24,27.0,15.9,37.5,53.0,28.0,84.0,0.0,2.5,
2003/07/25,27.0,20.5,34.6,64.0,34.0,89.0,0.0,2.4,
2003/07/26,26.1,16.3,35.8,58.0,25.0,86.0,0.0,2.0,
2003/07/27,27.2,16.3,37.5,56.0,37.0,88.0,0.0,1.8,
2003/07/28,27.7,18.5,38.3,60.0,32.0,89.0,0.0,2.2,
2003/07/29,25.7,18.0,34.9,66.0,25.0,90.0,0.0,2.3,
2003/07/30,24.4,17.5,32.0,58.0,33.0,90.0,0.0,2.4,
2003/07/31,22.4,15.4,31.8,62.0,28.0,90.0,11.8,2.9,
2003/08/01,19.0,14.0,24.6,79.0,55.0,92.0,0.6,2.3,
2003/08/02,22.8,16.0,30.1,68.0,40.0,91.0,0.0,3.0,
2003/08/03,23.2,16.9,32.2,73.0,39.0,92.0,12.8,2.1,
2003/08/04,24.7,16.0,34.0,65.0,35.0,91.0,0.0,2.0,
2003/08/05,25.2,16.8,33.6,57.0,26.0,87.0,0.0,2.8,
2003/08/06,25.5,16.3,35.2,54.0,31.0,85.0,0.0,2.5,
2003/08/07,25.6,16.5,34.3,55.0,28.0,82.0,0.0,2.7,
2003/08/08,24.6,16.2,33.8,52.0,30.0,85.0,0.0,2.8,
2003/08/09,24.1,13.6,34.0,47.0,29.0,80.0,0.0,2.8,
2003/08/10,24.8,14.1,35.0,46.0,31.0,75.0,0.0,2.5,
2003/08/11,25.4,14.4,37.2,51.0,29.0,78.0,0.0,1.9,
2003/08/12,26.0,17.1,37.6,57.0,25.0,82.0,0.0,1.7,
2003/08/13,26.5,17.6,37.7,64.0,29.0,88.0,0.0,1.4,
2003/08/14,26.2,17.1,35.8,67.0,36.0,90.0,0.0,2.0,
2003/08/15,25.9,17.1,34.2,66.0,38.0,89.0,0.0,2.1,
2003/08/16,26.5,17.8,36.6,63.0,20.0,90.0,0.0,1.9,
2003/08/17,26.4,16.2,37.6,53.0,24.0,82.0,0.0,2.1,
2003/08/18,27.2,16.4,38.6,45.0,26.0,79.0,0.0,2.3,
2003/08/19,26.3,16.4,37.0,50.0,32.0,74.0,0.0,1.9,
2003/08/20,27.2,17.6,37.1,49.0,21.0,79.0,0.0,2.0,
2003/08/21,26.3,15.8,36.6,52.0,29.0,81.0,0.0,2.0,
2003/08/22,26.2,17.3,35.5,59.0,27.0,86.0,0.0,2.3,
2003/08/23,24.8,17.2,35.2,61.0,30.0,85.0,0.0,2.7,
2003/08/24,25.3,16.7,34.8,61.0,32.0,84.0,0.0,2.1,
2003/08/25,24.9,18.0,35.1,67.0,35.0,90.0,0.4,2.2,
2003/08/26,21.7,19.0,26.3,83.0,59.0,92.0,3.4,1.3,
2003/08/27,26.6,18.4,32.3,52.0,30.0,93.0,0.2,1.6,
2003/08/28,24.7,16.0,33.3,69.0,39.0,90.0,0.0,2.2,
2003/08/29,26.6,17.1,34.2,52.0,22.0,91.0,0.0,2.8,
2003/08/30,28.4,22.2,34.1,53.0,31.0,72.0,0.0,3.2,
2003/08/31,25.4,19.6,32.2,61.0,38.0,78.0,0.0,3.4,
2003/09/01,24.2,17.4,30.8,63.0,35.0,86.0,0.0,2.9,
2003/09/02,23.1,17.4,30.8,64.0,28.0,87.0,0.0,3.0,
2003/09/03,19.4,12.7,23.1,59.0,46.0,80.0,0.0,3.3,
2003/09/04,16.0,8.5,23.6,54.0,24.0,88.0,0.0,3.5,
2003/09/05,17.8,7.1,28.2,55.0,23.0,87.0,0.0,1.9,
2003/09/06,18.9,10.1,29.2,58.0,31.0,84.0,0.0,1.9,
2003/09/07,20.4,11.5,30.6,65.0,30.0,88.0,0.0,2.3,
2003/09/08,17.6,13.2,22.0,84.0,67.0,90.0,7.6,1.4,
2003/09/09,19.4,14.1,27.2,78.0,39.0,92.0,1.4,2.4,
2003/09/10,,10.2,23.1,71.0,36.0,92.0,1.2,2.1,
2003/09/11,20.0,12.9,27.7,73.0,42.0,92.0,0.2,1.7,
2003/09/12,18.5,10.6,25.0,60.0,26.0,91.0,0.0,2.7,
2003/09/13,14.8,9.4,22.9,76.0,42.0,91.0,1.2,2.3,
2003/09/14,,9.1,19.7,78.0,41.0,93.0,0.2,1.5,
2003/09/15,16.0,9.3,23.2,68.0,39.0,92.0,0.0,3.0,
2003/09/16,15.7,7.8,24.7,68.0,38.0,92.0,0.0,2.5,
2003/09/17,17.1,7.8,26.6,66.0,35.0,91.0,0.0,2.2,
2003/09/18,18.5,9.1,28.5,63.0,26.0,92.0,0.0,1.6,
2003/09/19,18.8,9.0,29.0,59.0,22.0,91.0,0.0,2.1,
2003/09/20,19.3,9.1,30.1,61.0,25.0,88.0,0.0,1.6,
2003/09/21,20.1,11.4,30.4,62.0,28.0,89.0,0.0,1.6,
2003/09/22,19.4,11.6,28.8,65.0,35.0,89.0,0.0,1.7,
2003/09/23,18.6,10.1,27.3,68.0,33.0,91.0,0.0,2.4,
2003/09/24,18.9,11.3,27.1,74.0,47.0,91.0,0.0,2.3,
2003/09/25,18.8,12.3,24.2,63.0,44.0,86.0,0.0,3.4,
2003/09/26,17.3,8.3,26.8,64.0,36.0,89.0,0.0,2.0,
2003/09/27,17.9,9.1,27.7,66.0,29.0,91.0,0.0,2.0,
2003/09/28,14.9,10.1,19.2,84.0,70.0,89.0,2.8,1.2,
2003/09/29,19.4,15.1,25.1,77.0,55.0,89.0,0.6,2.3,
2003/09/30,18.5,11.6,26.8,72.0,34.0,93.0,0.0,1.7,
2003/10/01,18.6,9.9,29.5,68.0,24.0,92.0,0.0,1.3,
2003/10/02,21.0,12.6,30.5,64.0,36.0,88.0,0.0,1.5,
2003/10/03,21.8,14.0,30.9,67.0,37.0,88.0,0.0,2.0,
2003/10/04,22.4,19.1,27.5,69.0,46.0,86.0,0.2,3.5,
2003/10/05,18.9,15.9,23.5,77.0,55.0,90.0,23.6,4.9,
2003/10/06,15.6,8.8,20.6,63.0,41.0,87.0,3.0,3.5,
2003/10/07,15.3,8.7,21.2,70.0,45.0,90.0,0.0,3.2,
2003/10/08,14.0,4.7,19.0,70.0,42.0,88.0,4.0,4.6,
2003/10/09,11.6,2.2,20.5,72.0,34.0,91.0,0.2,2.5,
2003/10/10,14.7,6.3,24.9,72.0,39.0,93.0,0.0,1.4,
2003/10/11,15.1,6.4,24.6,74.0,44.0,92.0,0.0,1.5,
2003/10/12,15.7,8.4,24.3,77.0,49.0,93.0,0.2,1.2,
2003/10/13,16.3,8.4,25.5,68.0,35.0,93.0,0.2,1.3,
2003/10/14,15.7,8.9,23.5,73.0,47.0,90.0,0.2,1.7,
2003/10/15,14.2,12.1,15.4,87.0,80.0,92.0,23.2,2.0,
2003/10/16,11.7,4.9,16.3,70.0,48.0,90.0,4.2,3.4,
2003/10/17,10.9,3.1,13.8,73.0,34.0,91.0,0.2,3.1,
2003/10/18,10.2,7.8,12.9,81.0,69.0,93.0,26.0,2.7,
2003/10/19,12.4,7.9,15.4,84.0,47.0,94.0,1.0,0.4,
2003/10/20,17.3,11.7,21.9,81.0,64.0,94.0,0.6,5.0,
2003/10/21,19.7,17.6,22.5,70.0,58.0,84.0,1.2,4.8,
2003/10/22,19.9,15.4,23.6,73.0,52.0,92.0,8.0,4.6,
2003/10/23,14.7,7.8,20.3,79.0,48.0,92.0,8.4,3.5,
2003/10/24,13.6,9.4,16.1,67.0,54.0,82.0,0.0,2.5,
2003/10/25,11.1,5.3,17.8,77.0,49.0,91.0,0.0,1.2,
2003/10/26,12.1,7.8,16.9,79.0,58.0,89.0,0.4,1.2,
2003/10/27,16.0,10.7,20.1,71.0,55.0,89.0,2.2,4.5,
2003/10/28,11.6,7.3,16.5,70.0,49.0,86.0,1.2,2.8,
2003/10/29,13.9,8.8,21.2,82.0,60.0,93.0,21.8,2.5,
2003/10/30,14.1,10.5,17.1,75.0,53.0,88.0,3.0,4.1,
2003/10/31,13.9,8.9,18.0,78.0,67.0,88.0,0.0,2.8,
2003/11/01,18.7,10.6,23.8,70.0,51.0,88.0,3.2,3.8,
2003/11/02,16.4,10.0,22.2,77.0,55.0,92.0,2.0,2.5,
2003/11/03,12.1,7.1,20.1,84.0,52.0,93.0,0.2,1.2,
2003/11/04,11.3,6.5,18.2,79.0,50.0,93.0,0.0,2.2,
2003/11/05,11.3,5.6,18.6,73.0,47.0,91.0,0.2,3.1,
2003/11/06,9.1,3.4,15.5,75.0,45.0,92.0,0.2,2.8,
2003/11/07,9.4,5.7,14.1,80.0,49.0,90.0,0.2,1.8,
2003/11/08,13.1,8.3,21.0,82.0,51.0,92.0,0.8,1.2,
2003/11/09,11.5,5.6,19.0,81.0,55.0,93.0,0.2,1.8,
2003/11/10,10.4,5.9,14.9,82.0,61.0,92.0,0.0,1.3,
2003/11/11,9.3,4.2,15.4,82.0,61.0,93.0,0.0,1.6,
2003/11/12,10.1,6.3,16.3,76.0,45.0,90.0,0.0,1.5,
2003/11/13,10.3,6.8,13.8,82.0,67.0,90.0,0.6,1.0,
2003/11/14,10.8,7.2,17.1,82.0,55.0,92.0,0.0,0.6,
2003/11/15,10.9,7.1,16.6,82.0,57.0,92.0,0.0,1.2,
2003/11/16,10.4,3.6,18.9,82.0,56.0,93.0,0.2,0.9,
2003/11/17,13.8,8.3,21.1,81.0,51.0,91.0,0.0,1.3,
2003/11/18,11.9,6.6,20.6,85.0,58.0,93.0,0.2,1.0,
2003/11/19,11.1,6.2,18.5,86.0,63.0,94.0,0.0,0.8,
2003/11/20,9.1,4.9,16.9,89.0,67.0,94.0,0.4,0.7,
2003/11/21,9.9,6.3,14.6,88.0,73.0,94.0,0.2,0.9,
2003/11/22,9.9,4.9,16.3,87.0,69.0,93.0,0.0,1.3,
2003/11/23,10.4,4.6,18.6,85.0,59.0,93.0,0.2,0.8,
2003/11/24,11.1,4.8,19.8,84.0,54.0,94.0,0.2,1.1,
2003/11/25,13.0,7.3,21.5,81.0,54.0,91.0,0.0,1.1,
2003/11/26,14.9,11.6,19.5,74.0,49.0,92.0,3.8,2.5,
2003/11/27,14.4,11.4,17.8,74.0,54.0,91.0,0.2,3.4,
2003/11/28,9.8,7.8,14.4,81.0,65.0,89.0,26.0,3.1,
2003/11/29,9.8,5.8,13.5,78.0,62.0,91.0,1.2,2.6,
2003/11/30,6.6,1.8,14.9,84.0,55.0,93.0,0.2,1.3,
2003/12/01,5.7,-0.2,14.6,85.0,59.0,93.0,0.4,1.3,
2003/12/02,7.6,0.7,16.4,85.0,63.0,93.0,0.2,1.2,
2003/12/03,8.7,2.4,16.4,85.0,58.0,93.0,0.2,2.2,
2003/12/04,9.1,4.5,15.7,88.0,72.0,93.0,0.2,1.3,
2003/12/05,8.6,3.9,11.8,83.0,69.0,94.0,0.2,0.7,
2003/12/06,9.6,3.2,16.6,89.0,74.0,95.0,0.2,1.5,
2003/12/07,6.1,2.1,10.9,84.0,72.0,94.0,1.8,2.9,
2003/12/08,2.7,0.5,3.8,79.0,60.0,91.0,3.0,2.1,
2003/12/09,1.4,0.3,3.0,93.0,91.0,94.0,21.0,1.5,
2003/12/10,3.5,-0.5,6.8,92.0,91.0,94.0,2.0,0.9,
2003/12/11,9.2,5.0,12.7,88.0,83.0,93.0,0.2,1.4,
2003/12/12,11.1,10.5,12.1,93.0,89.0,94.0,26.8,0.7,
2003/12/13,10.1,2.8,14.6,80.0,56.0,94.0,3.2,2.5,
2003/12/14,7.2,-0.5,13.7,86.0,70.0,94.0,0.2,1.9,
2003/12/15,7.8,-0.2,13.0,78.0,45.0,93.0,0.2,2.0,
2003/12/16,2.0,-0.1,5.0,86.0,61.0,92.0,7.0,2.1,
2003/12/17,2.1,-1.4,7.2,82.0,53.0,92.0,4.0,2.1,
2003/12/18,1.0,-3.4,8.7,83.0,58.0,91.0,0.2,1.2,
2003/12/19,1.3,-3.9,9.3,84.0,60.0,92.0,0.2,1.0,
2003/12/20,2.8,-1.6,10.4,86.0,67.0,93.0,0.0,1.4,
2003/12/21,5.0,-3.8,12.0,86.0,72.0,93.0,1.2,2.2,
2003/12/22,10.5,5.2,13.9,78.0,64.0,89.0,5.2,3.5,
2003/12/23,3.6,1.7,6.1,82.0,68.0,92.0,11.8,4.8,
2003/12/24,3.1,0.6,4.4,78.0,65.0,92.0,1.6,5.4,
2003/12/25,3.3,0.3,7.0,74.0,62.0,86.0,0.0,1.8,
2003/12/26,2.2,-2.3,8.9,82.0,61.0,91.0,0.0,1.3,
2003/12/27,3.7,-3.0,10.7,85.0,70.0,92.0,0.2,1.5,
2003/12/28,7.9,4.0,13.0,76.0,50.0,87.0,0.0,1.8,
2003/12/29,8.6,4.4,12.3,82.0,72.0,92.0,2.6,1.4,
2003/12/30,8.8,5.4,11.7,82.0,58.0,90.0,0.8,1.8,
2003/12/31,7.8,4.5,11.0,89.0,72.0,93.0,9.8,1.4,
2004/01/01,7.1,5.8,10.1,90.0,84.0,93.0,4.8,1.0,
2004/01/02,5.5,-0.1,9.6,89.0,78.0,94.0,0.4,1.4,
2004/01/03,7.2,5.2,9.9,75.0,65.0,86.0,0.4,4.4,
2004/01/04,5.5,3.3,8.7,69.0,54.0,77.0,0.0,2.7,
2004/01/05,2.7,-2.2,9.4,77.0,53.0,90.0,0.0,1.5,
2004/01/06,1.1,-3.8,9.0,78.0,45.0,90.0,0.2,1.9,
2004/01/07,2.3,-3.4,8.9,80.0,57.0,90.0,0.0,1.5,
2004/01/08,5.0,2.7,7.7,84.0,72.0,88.0,0.0,1.1,
2004/01/09,6.5,2.3,9.8,88.0,81.0,92.0,1.4,1.4,
2004/01/10,6.4,2.0,12.0,79.0,67.0,94.0,1.4,1.7,
2004/01/11,6.2,0.7,12.2,70.0,48.0,85.0,0.2,2.9,
2004/01/12,8.4,0.2,14.9,76.0,63.0,86.0,0.0,2.3,
2004/01/13,14.1,11.4,15.5,74.0,64.0,84.0,0.0,4.0,
2004/01/14,14.2,12.3,16.4,74.0,67.0,82.0,0.0,3.5,
2004/01/15,10.4,0.7,14.3,62.0,33.0,83.0,0.0,6.1,
2004/01/16,4.0,-3.4,11.7,72.0,35.0,89.0,0.2,1.9,
2004/01/17,10.6,8.1,12.6,68.0,53.0,81.0,0.0,5.0,
2004/01/18,11.9,10.1,15.0,75.0,63.0,87.0,3.6,4.4,
2004/01/19,9.2,5.9,13.4,89.0,63.0,93.0,8.2,1.5,
2004/01/20,8.4,5.7,11.9,83.0,65.0,92.0,2.8,2.8,
2004/01/21,5.4,2.6,7.2,75.0,52.0,92.0,4.2,3.4,
2004/01/22,0.8,-2.5,3.0,65.0,44.0,92.0,0.0,6.8,
2004/01/23,-1.1,-3.7,2.5,68.0,55.0,83.0,0.2,2.5,
2004/01/24,-0.7,-4.8,3.7,73.0,50.0,91.0,0.4,2.5,
2004/01/25,-0.4,-7.2,5.9,74.0,53.0,87.0,0.0,1.4,
2004/01/26,3.3,-3.2,8.6,71.0,43.0,89.0,0.0,1.5,
2004/01/27,8.8,3.6,14.2,81.0,53.0,92.0,8.0,2.8,
2004/01/28,7.2,3.3,10.1,82.0,74.0,89.0,9.0,3.2,
2004/01/29,4.0,-1.3,11.9,77.0,35.0,92.0,11.6,2.7,
2004/01/30,2.8,-2.1,6.5,68.0,47.0,93.0,10.0,4.2,
2004/01/31,0.0,-5.8,8.4,73.0,39.0,87.0,0.0,1.4,
2004/02/01,2.7,-4.1,11.7,77.0,53.0,89.0,0.0,1.7,
2004/02/02,4.8,-2.7,11.9,81.0,64.0,92.0,0.2,2.0,
2004/02/03,7.4,1.0,15.6,79.0,53.0,92.0,0.0,1.5,
2004/02/04,6.9,-0.2,17.8,77.0,43.0,92.0,0.0,1.4,
2004/02/05,6.5,-0.4,12.9,84.0,73.0,91.0,0.0,1.8,
2004/02/06,7.9,3.1,13.6,77.0,59.0,89.0,0.0,3.6,
2004/02/07,10.1,7.3,12.6,74.0,66.0,82.0,0.0,3.2,
2004/02/08,10.1,7.3,12.4,75.0,68.0,81.0,0.0,3.4,
2004/02/09,9.3,1.3,15.6,63.0,41.0,82.0,0.0,2.3,
2004/02/10,3.5,-2.5,10.9,63.0,29.0,90.0,0.2,2.5,
2004/02/11,2.4,-3.6,9.6,78.0,58.0,91.0,0.2,1.4,
2004/02/12,2.1,-1.7,5.7,66.0,28.0,93.0,2.0,4.7,
2004/02/13,1.7,-1.1,5.6,58.0,37.0,79.0,0.0,3.7,
2004/02/14,3.0,-4.9,11.9,70.0,48.0,87.0,0.0,1.8,
2004/02/15,5.7,-2.2,13.0,73.0,47.0,92.0,0.0,1.9,
2004/02/16,6.5,0.8,13.0,68.0,36.0,89.0,0.0,2.1,
2004/02/17,3.3,-2.4,9.7,70.0,44.0,88.0,0.0,2.6,
2004/02/18,3.0,-5.9,11.0,74.0,48.0,90.0,0.2,2.0,
2004/02/19,6.4,0.7,11.8,80.0,63.0,89.0,7.0,2.2,
2004/02/20,12.3,8.0,18.6,71.0,47.0,84.0,0.0,2.7,
2004/02/21,11.9,8.6,15.4,80.0,60.0,88.0,0.0,1.9,
2004/02/22,13.9,12.2,15.6,76.0,56.0,88.0,0.8,2.7,
2004/02/23,12.0,8.4,15.0,69.0,46.0,89.0,1.2,5.1,
2004/02/24,9.5,4.7,12.3,73.0,59.0,86.0,5.8,5.4,
2004/02/25,6.7,1.4,10.7,78.0,65.0,89.0,0.0,2.4,
2004/02/26,11.4,4.8,16.5,82.0,70.0,93.0,3.0,4.2,
2004/02/27,9.6,5.7,12.3,74.0,54.0,88.0,4.2,4.4,
2004/02/28,4.5,0.5,10.2,71.0,48.0,89.0,20.8,4.9,
2004/02/29,4.9,1.1,9.8,74.0,45.0,89.0,10.0,3.9,
2004/03/01,5.1,1.9,10.8,78.0,43.0,92.0,4.8,2.5,
2004/03/02,2.4,0.2,4.3,84.0,71.0,92.0,8.8,2.1,
2004/03/03,3.8,-0.6,8.5,69.0,49.0,85.0,0.0,2.4,
2004/03/04,5.5,-0.9,10.8,61.0,33.0,85.0,0.0,4.3,
2004/03/05,3.6,-2.5,11.5,68.0,36.0,88.0,0.0,2.1,
2004/03/06,4.3,-3.7,12.9,65.0,31.0,90.0,0.0,2.3,
2004/03/07,7.3,2.4,12.1,84.0,71.0,89.0,15.8,2.1,
2004/03/08,6.6,3.7,10.6,83.0,62.0,90.0,12.0,2.6,
2004/03/09,5.1,2.7,8.0,75.0,55.0,90.0,1.0,2.1,
2004/03/10,5.9,-0.3,12.6,73.0,43.0,90.0,0.0,1.7,
2004/03/11,6.5,1.8,10.1,83.0,74.0,88.0,2.2,2.2,
2004/03/12,7.3,2.1,12.6,80.0,60.0,91.0,0.0,2.2,
2004/03/13,8.5,0.3,17.7,76.0,48.0,92.0,0.2,1.5,
2004/03/14,11.2,2.7,21.1,74.0,35.0,91.0,0.0,1.7,
2004/03/15,11.0,5.1,18.6,79.0,53.0,93.0,0.0,2.3,
2004/03/16,10.6,2.5,20.5,76.0,44.0,93.0,0.2,2.0,
2004/03/17,11.3,2.5,21.5,64.0,26.0,91.0,0.0,2.1,
2004/03/18,11.7,2.5,21.8,66.0,30.0,90.0,0.0,2.0,
2004/03/19,10.7,5.8,17.3,85.0,66.0,93.0,0.2,2.0,
2004/03/20,11.4,7.4,15.5,75.0,58.0,87.0,0.0,3.0,
2004/03/21,11.3,10.2,13.0,78.0,71.0,84.0,0.0,4.0,
2004/03/22,12.6,11.1,15.3,78.0,69.0,84.0,0.0,4.0,
2004/03/23,9.4,6.3,11.6,83.0,66.0,91.0,13.2,2.9,
2004/03/24,6.6,4.7,9.7,81.0,57.0,88.0,12.6,3.7,
2004/03/25,9.6,4.6,14.5,59.0,32.0,86.0,0.0,4.1,
2004/03/26,8.3,2.3,15.4,72.0,38.0,91.0,0.0,1.5,
2004/03/27,8.0,0.4,16.1,70.0,31.0,91.0,0.0,2.1,
2004/03/28,8.4,2.5,14.7,77.0,52.0,91.0,0.0,3.0,
2004/03/29,9.3,2.8,16.2,72.0,46.0,90.0,0.0,3.0,
2004/03/30,11.2,6.0,15.7,69.0,52.0,82.0,0.0,2.6,
2004/03/31,12.1,7.0,16.5,81.0,68.0,88.0,0.0,2.7,
2004/04/01,12.4,11.1,15.7,83.0,70.0,88.0,1.4,2.1,
2004/04/02,14.2,9.4,20.4,77.0,52.0,90.0,0.4,1.8,
2004/04/03,12.3,5.7,18.3,83.0,58.0,93.0,1.0,2.0,
2004/04/04,13.6,8.4,21.1,78.0,37.0,93.0,0.0,1.6,
2004/04/05,12.4,7.4,17.7,76.0,49.0,92.0,0.0,3.4,
2004/04/06,13.9,8.8,18.6,70.0,46.0,86.0,0.2,5.1,
2004/04/07,12.8,9.2,16.9,64.0,50.0,83.0,0.2,5.2,
2004/04/08,12.2,6.7,19.0,65.0,30.0,86.0,0.0,2.6,
2004/04/09,11.7,5.8,19.7,78.0,57.0,88.0,0.8,2.0,
2004/04/10,14.5,10.9,20.0,84.0,63.0,91.0,11.4,2.4,
2004/04/11,12.6,10.1,15.9,81.0,69.0,88.0,0.0,3.5,
2004/04/12,11.9,9.8,15.9,82.0,68.0,90.0,3.2,2.3,
2004/04/13,9.9,6.7,13.7,81.0,62.0,91.0,9.4,3.4,
2004/04/14,9.6,3.9,15.8,79.0,50.0,91.0,0.6,1.8,
2004/04/15,11.5,3.2,19.8,77.0,43.0,93.0,0.0,1.9,
2004/04/16,10.3,5.9,14.4,89.0,72.0,92.0,4.8,1.5,
2004/04/17,11.2,6.9,14.3,83.0,64.0,92.0,20.6,1.4,
2004/04/18,12.6,9.9,16.5,85.0,71.0,94.0,0.2,2.6,
2004/04/19,11.4,7.6,16.7,78.0,52.0,90.0,11.2,3.2,
2004/04/20,9.4,6.8,12.2,82.0,70.0,89.0,5.4,2.8,
2004/04/21,11.8,6.2,18.4,76.0,51.0,90.0,0.0,2.5,
2004/04/22,13.1,3.7,22.7,74.0,42.0,92.0,0.0,1.7,
2004/04/23,13.5,5.8,22.6,81.0,46.0,93.0,5.8,1.6,
2004/04/24,13.9,11.2,21.1,85.0,56.0,93.0,3.4,1.9,
2004/04/25,10.7,7.7,13.3,84.0,74.0,94.0,0.6,3.0,
2004/04/26,12.1,7.7,14.2,75.0,66.0,87.0,0.0,4.2,
2004/04/27,13.1,7.6,21.7,79.0,45.0,93.0,10.2,1.8,
2004/04/28,13.4,7.2,21.6,81.0,51.0,94.0,0.2,1.8,
2004/04/29,13.8,7.0,21.6,80.0,50.0,93.0,5.4,1.6,
2004/04/30,14.0,10.8,18.8,88.0,64.0,94.0,2.2,1.5,
2004/05/01,15.0,9.2,20.7,82.0,59.0,94.0,0.0,2.1,
2004/05/02,14.2,6.5,21.4,78.0,50.0,93.0,0.2,2.0,
2004/05/03,16.5,6.7,25.1,72.0,41.0,93.0,0.2,2.7,
2004/05/04,17.2,10.7,22.3,66.0,40.0,92.0,7.0,3.2,
2004/05/05,15.5,12.1,19.6,72.0,56.0,86.0,2.6,3.6,
2004/05/06,12.3,10.6,16.8,79.0,66.0,89.0,21.2,5.0,
2004/05/07,12.6,8.8,17.0,71.0,42.0,90.0,8.4,3.9,
2004/05/08,12.3,5.2,17.3,75.0,46.0,90.0,2.4,3.5,
2004/05/09,12.2,7.4,18.0,70.0,44.0,91.0,0.2,3.0,
2004/05/10,13.1,4.7,19.5,70.0,34.0,91.0,0.0,2.5,
2004/05/11,14.2,5.2,22.3,70.0,34.0,92.0,0.2,1.7,
2004/05/12,15.6,8.1,22.7,70.0,43.0,91.0,2.0,3.4,
2004/05/13,13.4,10.4,18.4,85.0,64.0,93.0,16.4,1.5,
2004/05/14,13.6,8.8,18.5,83.0,66.0,93.0,0.2,1.4,
2004/05/15,13.6,6.2,20.9,66.0,31.0,92.0,0.0,2.2,
2004/05/16,12.5,4.6,20.4,70.0,32.0,91.0,0.2,1.9,
2004/05/17,13.0,6.9,19.2,64.0,33.0,93.0,0.2,3.7,
2004/05/18,13.2,5.6,20.9,63.0,37.0,91.0,0.0,3.1,
2004/05/19,14.4,3.7,24.1,65.0,28.0,90.0,3.8,1.9,
2004/05/20,15.9,7.0,25.1,77.0,55.0,92.0,0.0,2.2,
2004/05/21,17.2,9.5,25.0,75.0,51.0,94.0,0.2,2.4,
2004/05/22,17.0,10.3,23.4,68.0,45.0,91.0,0.0,3.0,
2004/05/23,13.0,8.1,16.5,88.0,74.0,93.0,11.8,1.4,
2004/05/24,13.5,5.0,18.7,65.0,37.0,93.0,9.6,3.5,
2004/05/25,12.6,2.3,21.0,65.0,35.0,92.0,0.0,2.7,
2004/05/26,14.7,3.4,25.1,60.0,39.0,92.0,0.0,1.7,
2004/05/27,16.5,8.4,25.2,67.0,33.0,91.0,0.0,1.8,
